id,birthdate,deathdate,ssn,drivers,passport,prefix,first,last,suffix,maiden,marital,race,ethnicity,gender,birthplace,address,city,state,county,zip,lat,lon,healthcare_expenses,healthcare_coverage,_ingest_time_utc,_source_file,_raw_row_id,id_is_null
1fe68d61-36a2-f78d-b342-9b5012e903ae,2005-03-01,None,999-86-3837,S99981799,None,None,Francisca486,Hammes673,None,None,None,white,nonhispanic,F,Danvers  Massachusetts  US,169 Erdman Rue Unit 88,Worcester,Massachusetts,Worcester County,1602,42.256963706914348,-71.801330295028151,54651.8235,53994.646499999988,2025-11-07T12:24:53.157036,patients.csv,1052,false
2346454f-bd4c-71c5-8f86-5c71d85f5dd2,2012-07-07,None,999-44-5569,None,None,None,Tom274,Frami345,None,None,None,white,nonhispanic,M,Weymouth  Massachusetts  US,776 Jenkins Ranch,Worcester,Massachusetts,Worcester County,1609,42.309518885871192,-71.75385799303416,254934.84000000003,131.21999999999994,2025-11-07T12:24:53.157036,patients.csv,1089,false
e43cd6c4-af6c-4be7-ba29-e5e893e7c73c,2010-04-08,None,999-33-9538,None,None,None,Branda994,Nienow652,None,None,None,white,nonhispanic,F,Belchertown  Massachusetts  US,176 Abernathy Lock Suite 43,Yarmouth,Massachusetts,Barnstable County,,41.711687078172581,-70.176090960574982,292918.19499999995,439.09499999999991,2025-11-07T12:24:53.157036,patients.csv,1101,false
9d02555e-0c14-7cec-d946-ec84ca30bce5,2005-12-27,None,999-25-4656,None,None,None,Vicente970,Gleason633,None,None,None,white,nonhispanic,M,Woburn  Massachusetts  US,475 Kutch Plaza Suite 22,Yarmouth Port,Massachusetts,Barnstable County,2675,41.748193656466043,-70.247332277267958,397742.3175,588.44249999999988,2025-11-07T12:24:53.157036,patients.csv,1013,false
eebbb6c9-87b3-9978-5eab-84edacbccc7c,1999-02-25,None,999-84-8741,S99951099,X13461615X,Mr.,Salvador46,Tromp100,None,None,None,white,nonhispanic,M,Lawrence  Massachusetts  US,218 Vandervort Lane Unit 20,Acton,Massachusetts,Middlesex County,,42.474468656968817,-71.415734078636063,1433532.8949999998,1077.8849999999995,2025-11-07T12:24:53.157036,patients.csv,479,false
50d01b5d-1b6d-4648-c32c-256e5309dc16,1986-04-06,None,999-17-7773,S99915089,X27892554X,Mr.,Colby655,Bernier607,None,None,M,white,nonhispanic,M,Harvard  Massachusetts  US,885 Medhurst Green Suite 24,Agawam,Massachusetts,Hampden County,,42.083580252338216,-72.691701138977308,861473.3025,6191.3775000000005,2025-11-07T12:24:53.157036,patients.csv,645,false
e259daec-8b59-74a7-a92c-e4451146d6fc,1994-02-14,None,999-45-7856,S99918877,X50073367X,Mr.,Josue598,Ortiz186,None,None,M,white,nonhispanic,M,Milton  Massachusetts  US,441 Ward Estate Apt 6,Amesbury,Massachusetts,Essex County,,42.836654765268563,-70.957274593177473,687195.2525,26071.687500000007,2025-11-07T12:24:53.157036,patients.csv,652,false
aa06e501-1a2a-548c-e176-6959b58e412f,2000-02-29,None,999-65-9919,S99972142,X26617043X,Mr.,Dane516,Jacobs452,None,None,None,white,nonhispanic,M,Billerica  Massachusetts  US,158 Mayert Haven,Amesbury,Massachusetts,Essex County,1913,42.825365957002944,-70.98654989152493,561995.60000000009,333.6299999999996,2025-11-07T12:24:53.157036,patients.csv,727,false
b141ce4a-6781-10b9-41ac-6dff8f64af54,1986-12-30,None,999-62-6482,S99991712,X21007640X,Mr.,Noel608,Windler79,None,None,M,white,nonhispanic,M,Amherst  Massachusetts  US,395 Hills Street,Amesbury,Massachusetts,Essex County,,42.888532327017366,-70.9480022842272,815361.4875,1965.5625,2025-11-07T12:24:53.157036,patients.csv,1011,false
3a74ce3c-442e-b4ef-fb10-560f58f8e613,1997-03-26,None,999-49-2054,S99976277,X9668781X,Mr.,Leif534,Williamson769,None,None,None,white,nonhispanic,M,Boston  Massachusetts  US,131 Shanahan Hollow Unit 98,Amherst,Massachusetts,Hampshire County,,42.32248430213231,-72.4888938156624,79244.404,30103.676,2025-11-07T12:24:53.157036,patients.csv,58,false
e000e5c8-30f7-7a53-a324-7f3e431ba008,1970-03-08,None,999-63-3223,S99915120,X58434553X,Mr.,Cletus494,Bartell116,None,None,M,white,nonhispanic,M,Lowell  Massachusetts  US,417 Jacobson Wynd,Amherst,Massachusetts,Hampshire County,,42.403636828728615,-72.500838199635623,327178.87500000006,203960.29499999995,2025-11-07T12:24:53.157036,patients.csv,77,false
83a86980-de17-1b13-d31a-78f2376649af,2001-08-31,None,999-99-5627,S99929008,X86326210X,Mr.,Stephan15,Krajcik437,None,None,None,white,nonhispanic,M,Boston  Massachusetts  US,975 Kuvalis Port Apt 95,Amherst,Massachusetts,Hampshire County,,42.405884438418589,-72.480191510638548,469468.57,5685.0299999999988,2025-11-07T12:24:53.157036,patients.csv,300,false
409330fa-7ffd-dbfb-4eba-2349d58a6324,1979-02-28,None,999-68-5445,S99991649,X72884711X,Mr.,Coy949,Schaden604,None,None,M,white,nonhispanic,M,Fitchburg  Massachusetts  US,434 Hickle Throughway Suite 15,Amherst,Massachusetts,Hampshire County,,42.380083590563139,-72.527376498400869,1050937.1825,346.50749999999994,2025-11-07T12:24:53.157036,patients.csv,1159,false
d7bb0340-9894-8bd0-056a-29efc5444fa0,2000-05-04,None,999-56-6460,S99963133,X17628109X,Mr.,Heath320,King743,None,None,None,white,nonhispanic,M,Somerville  Massachusetts  US,1011 Emmerich Frontage road Apt 78,Amherst Center,Massachusetts,Hampshire County,,42.401056594325375,-72.492742206044383,1241770.58,0,2025-11-07T12:24:53.157036,patients.csv,199,false
9f2b1e2f-f8e2-9990-8b39-6906a5721ac2,2002-06-24,None,999-68-5890,S99916702,None,Mr.,Arron144,Morar593,None,None,None,white,nonhispanic,M,Boston  Massachusetts  US,206 Shields Light Unit 97,Amherst Center,Massachusetts,Hampshire County,,42.330822123023573,-72.482572597432991,496468.14000000007,10126.29,2025-11-07T12:24:53.157036,patients.csv,830,false
079bd0b4-875b-a9d2-bb7f-4084e3360787,1998-09-09,None,999-71-3604,S99954968,X62436137X,Mr.,Armando772,Stiedemann542,None,None,None,white,nonhispanic,M,Marlborough  Massachusetts  US,327 Veum Arcade Apt 93,Amherst Center,Massachusetts,Hampshire County,,42.401846551019077,-72.55018302076509,75689.165,56984.135000000009,2025-11-07T12:24:53.157036,patients.csv,834,false
2987fe83-93bf-9d7d-1b8d-481913f54c5c,1987-08-23,None,999-84-5527,S99966194,X63004050X,Mr.,Tracy345,Kassulke119,None,None,M,white,nonhispanic,M,Middleborough Center  Massachusetts  US,261 Emard Gardens Apt 53,Ashby,Massachusetts,Middlesex County,,42.665499714493777,-71.785344976356441,840312.07999999984,0,2025-11-07T12:24:53.157036,patients.csv,286,false
396babc6-6b4f-e29b-40f7-ea119ee57ac4,1980-10-24,None,999-16-4687,S99915082,X74390693X,Mr.,Ralph813,Herzog843,None,None,M,asian,nonhispanic,M,Randolph  Massachusetts  US,361 Heller Trailer Apt 72,Ashland,Massachusetts,Middlesex County,,42.217433342926256,-71.514926146274476,1014435.1224999998,2030.6775,2025-11-07T12:24:53.157036,patients.csv,207,false
0ad457cc-32d8-20d1-7f13-d775f7172a0e,1996-07-16,None,999-37-7856,S99994579,X55187076X,Mr.,David908,Heidenreich818,None,None,None,white,nonhispanic,M,East Bridgewater  Massachusetts  US,950 DuBuque Gardens,Attleboro,Massachusetts,Bristol County,2861,41.910189380182565,-71.2909812981078,658465.24000000022,442.19999999999993,2025-11-07T12:24:53.157036,patients.csv,198,false
b91dc3fd-3ed0-eb50-9376-e9bd9ab26940,1964-05-04,None,999-70-6201,S99975578,X49011318X,Mr.,Lenard338,Carroll471,None,None,M,white,nonhispanic,M,Rockland  Massachusetts  US,365 Dickens Landing Suite 59,Attleboro,Massachusetts,Bristol County,,41.979617809866525,-71.303362187810563,1505267.2999999996,6863.9699999999975,2025-11-07T12:24:53.157036,patients.csv,298,false
1a5224e4-383b-6e73-79a7-98a499069b10,1958-01-30,None,999-22-8378,S99927640,X34469512X,Mr.,Andy346,Hirthe744,None,None,M,white,nonhispanic,M,Haverhill  Massachusetts  US,420 Hickle Vista,Avon,Massachusetts,Norfolk County,,42.123511187702618,-71.052861831417616,1567301.6100000006,0,2025-11-07T12:24:53.157036,patients.csv,683,false
80534c6c-b12d-caa5-42de-b179fd7f9695,1994-08-12,None,999-72-1186,S99951045,X58371316X,Mr.,Anthony633,Wehner319,None,None,M,white,nonhispanic,M,Boston  Massachusetts  US,711 Walter Parade,Barnstable,Massachusetts,Barnstable County,2635,41.6664689144629,-70.456632761422853,671635.59,825.78,2025-11-07T12:24:53.157036,patients.csv,162,false
d92df2e8-3c36-b226-ac2f-0318da0327b8,1999-04-24,None,999-16-4758,S99943076,X80626356X,Mr.,Long300,Thompson596,None,None,None,white,nonhispanic,M,Cambridge  Massachusetts  US,545 Crooks Bridge Apt 25,Barnstable,Massachusetts,Barnstable County,,41.6835597800218,-70.361411397024966,561055.22,1036.1099999999997,2025-11-07T12:24:53.157036,patients.csv,541,false
8aa6b366-1eb1-2649-95a2-18ce6fc5d7cf,1952-12-13,None,999-82-5846,S99913402,X6928276X,Mr.,Kristopher775,Ledner144,None,None,M,white,nonhispanic,M,Chelmsford  Massachusetts  US,487 Walsh Dam,Barnstable,Massachusetts,Barnstable County,,41.740640738541792,-70.239750573390168,1716788.3915000004,26400.6085,2025-11-07T12:24:53.157036,patients.csv,763,false
a03fbb92-ebae-8930-b170-5872d7e2fef7,2002-12-22,None,999-56-3226,S99962720,None,Mr.,Jamal145,Schmitt836,None,None,None,white,nonhispanic,M,West Bridgewater  Massachusetts  US,558 Raynor Tunnel,Bedford,Massachusetts,Middlesex County,1730,42.492751382138238,-71.302315751137826,1116418.6625,5022.9675,2025-11-07T12:24:53.157036,patients.csv,1046,false
32f516f7-b223-278c-d0de-5c0b9d70654c,1986-02-05,None,999-25-7185,S99987618,X29274744X,Mr.,Randell912,Reinger292,None,None,M,white,nonhispanic,M,Charlton  Massachusetts  US,800 O'Hara Fort Apt 20,Belmont,Massachusetts,Middlesex County,,42.414361073549614,-71.138254124256989,883046.3274999999,2485.7025,2025-11-07T12:24:53.157036,patients.csv,318,false
be01726c-4937-554f-6d8f-58f8ec72ebab,1997-11-21,None,999-36-8838,S99994002,X14680217X,Mr.,Wilford267,Hilpert278,None,None,None,asian,nonhispanic,M,Beverly  Massachusetts  US,822 Casper Green,Beverly,Massachusetts,Essex County,1915,42.553501878423347,-70.897537722668346,76164.279,33331.301000000007,2025-11-07T12:24:53.157036,patients.csv,256,false
7d92a965-b73e-fdd6-acd0-7b97a62d96f7,1993-05-18,None,999-63-8792,S99952593,X86488695X,Mr.,Lou594,Dickinson688,None,None,M,white,nonhispanic,M,Methuen  Massachusetts  US,407 Frami Frontage road,Beverly,Massachusetts,Essex County,1915,42.590689043312523,-70.882465244982015,706027.9125,2824.4475,2025-11-07T12:24:53.157036,patients.csv,598,false
6fc7b50b-61ff-9237-bcac-7b7b1d8606ab,1968-10-10,None,999-95-3081,S99924534,X46647800X,Mr.,Kieth891,Hermann103,None,None,M,white,hispanic,M,Shrewsbury  Massachusetts  US,761 Mitchell Branch Suite 90,Beverly,Massachusetts,Essex County,1915,42.54281190431962,-70.872425218040163,1329049.545,20738.684999999979,2025-11-07T12:24:53.157036,patients.csv,1050,false
df0d49f8-6136-1388-b5ec-0a19e7539b15,1994-11-21,None,999-51-3837,S99932375,X67513972X,Mr.,Fredrick998,Stehr398,None,None,None,white,nonhispanic,M,Webster  Massachusetts  US,899 Farrell Union,Billerica,Massachusetts,Middlesex County,,42.584943992854463,-71.286327729726423,677391.90749999986,6691.2525000000005,2025-11-07T12:24:53.157036,patients.csv,820,false
339144f8-50e1-633e-a013-f361391c4cff,1998-05-11,None,999-10-8743,S99996708,X75063318X,Mr.,Chi716,Greenfelder433,None,None,None,white,nonhispanic,M,Athens  Athens Prefecture  GR,1060 Bernhard Crossroad Suite 15,Boston,Massachusetts,Suffolk County,2131,42.292556623628272,-71.061160422041056,571935.8725,787.53749999999991,2025-11-07T12:24:53.157036,patients.csv,3,false
ceec80e3-5c50-be88-198c-e98375c8e8a2,1977-09-12,None,999-47-3565,S99925368,X8596122X,Mr.,Gerry91,Treutel973,None,None,M,white,nonhispanic,M,Lowell  Massachusetts  US,830 Lebsack Brook,Boston,Massachusetts,Suffolk County,2130,42.319000432000138,-71.060098197793238,1459667.6550000005,1421.9249999999995,2025-11-07T12:24:53.157036,patients.csv,55,false
b45719be-ad92-ca35-29be-daaacf4f258b,1966-03-01,None,999-63-7968,S99988817,X49302987X,Mr.,Pierre431,Collins926,None,None,M,white,nonhispanic,M,Lexington  Massachusetts  US,568 Stokes Course Unit 49,Boston,Massachusetts,Suffolk County,2163,42.333188430553882,-71.0209209240505,180626.78650000007,103678.9435,2025-11-07T12:24:53.157036,patients.csv,82,false
2aeeff83-dd7a-e599-6199-35b39c614293,1983-03-26,None,999-20-4922,S99925760,X63725108X,Mr.,Grady603,Predovic534,None,None,M,white,hispanic,M,New Bedford  Massachusetts  US,752 Schuppe Wynd,Boston,Massachusetts,Suffolk County,2108,42.353564654500794,-71.102729119333858,756504.93749999988,1093.4924999999996,2025-11-07T12:24:53.157036,patients.csv,105,false
de08c2b0-05d0-ba6a-a515-d7d779aa5191,1988-10-22,None,999-80-8701,S99961913,X36198153X,Mr.,Chase54,Okuneva707,None,None,M,white,nonhispanic,M,Springfield  Massachusetts  US,622 Crist Skyway,Boston,Massachusetts,Suffolk County,2115,42.324738534827382,-71.011845171858781,818187.7825000002,2996.7375,2025-11-07T12:24:53.157036,patients.csv,109,false
af0323f7-dcf2-5d97-8623-2f0d511016ec,1960-06-27,None,999-58-6823,S99924358,X50892594X,Mr.,Luigi346,Carroll471,None,None,M,white,nonhispanic,M,Agawam  Massachusetts  US,886 Gutkowski Route Apt 30,Boston,Massachusetts,Suffolk County,2135,42.302828547994977,-71.156235173922241,1524947.8700000003,113.90999999999995,2025-11-07T12:24:53.157036,patients.csv,115,false
c0b0f482-c7b7-c9dd-9f8d-66f8dc6b4f4d,1967-01-30,None,999-48-3138,S99944001,X1413282X,Mr.,Young120,Orn563,None,None,M,white,nonhispanic,M,Lowell  Massachusetts  US,629 Von Rue Unit 15,Boston,Massachusetts,Suffolk County,2110,42.339459562584317,-71.108144854152513,938387.00399999961,153263.196,2025-11-07T12:24:53.157036,patients.csv,160,false
e266fa7d-d981-ef94-45e7-3d253425c3f9,1999-11-27,None,999-59-1291,S99933685,X75462143X,Mr.,Yong583,Rodriguez71,None,None,None,white,nonhispanic,M,Hopkinton  Massachusetts  US,1032 Champlin Annex Unit 46,Boston,Massachusetts,Suffolk County,2151,42.31274275171954,-71.091691808802651,485337.96,964.10999999999956,2025-11-07T12:24:53.157036,patients.csv,167,false
7fea6a12-aae3-a4d5-4abf-d6b622deaeb1,1987-09-27,None,999-38-3842,S99938807,X24503116X,Mr.,Shelby741,Quigley282,None,None,M,black,hispanic,M,Weymouth  Massachusetts  US,482 Skiles Dale,Boston,Massachusetts,Suffolk County,2114,42.351420369628762,-71.051918680556454,847749.0925,2737.8675,2025-11-07T12:24:53.157036,patients.csv,206,false
319372b8-27b1-b827-5c89-ac991fc17407,1959-11-27,None,999-64-9292,S99910394,X21211331X,Mr.,Booker670,Brown30,None,None,M,white,nonhispanic,M,Newton  Massachusetts  US,336 Fay Rest Apt 60,Boston,Massachusetts,Suffolk County,2131,42.38240577559187,-71.016004891990761,1579319.0100000009,4439.04,2025-11-07T12:24:53.157036,patients.csv,268,false
35514332-8f8e-fc6c-6dc4-850fc975f574,1969-05-20,1993-01-05,999-43-9266,S99924990,X25960382X,Mr.,Benjamin360,Pfeffer420,None,None,None,asian,nonhispanic,M,Chongqing  Chongqing Municipality  CN,667 Howell Esplanade Unit 23,Boston,Massachusetts,Suffolk County,2115,42.37845683335339,-71.126184839145324,1166745.3199999998,0,2025-11-07T12:24:53.157036,patients.csv,342,false
918e387f-cb9a-ec9f-ab54-65467a4df548,1995-04-12,None,999-24-9850,S99939099,X5171132X,Mr.,Frederick289,Conroy74,None,None,None,white,nonhispanic,M,Methuen  Massachusetts  US,750 Feeney Terrace Apt 93,Boston,Massachusetts,Suffolk County,2110,42.216837907689886,-71.118192326683356,1458838.3199999998,1277.19,2025-11-07T12:24:53.157036,patients.csv,351,false
57e403fc-885a-3b44-804e-a034ca08413c,1969-05-20,None,999-87-1892,S99978148,X78538580X,Mr.,Marc757,Rutherford999,None,None,S,asian,nonhispanic,M,Hong Kong  Hong Kong Special Administrative Region  CN,434 Langworth Ville Suite 56,Boston,Massachusetts,Suffolk County,2113,42.327509549783969,-71.0896561823282,1289751.1775000002,12090.5325,2025-11-07T12:24:53.157036,patients.csv,356,false
a57215c7-228c-a1f3-ac96-c5fbe7f3e3f6,1914-12-20,2009-08-22,999-33-3995,S99966278,X52217819X,Mr.,Duncan491,Dooley940,None,None,M,black,nonhispanic,M,Cambridge  Massachusetts  US,1003 Wiza Approach Unit 98,Boston,Massachusetts,Suffolk County,2125,42.313900670167591,-71.192076145690038,2416598.9895000006,902484.6305,2025-11-07T12:24:53.157036,patients.csv,421,false
37af95e9-a06b-5048-30fb-28d9ac6a908d,1914-12-20,1984-09-02,999-22-6990,S99967753,X53351304X,Mr.,Shelby741,Schroeder447,None,None,M,black,nonhispanic,M,Watertown  Massachusetts  US,645 Nolan Fork Apt 38,Boston,Massachusetts,Suffolk County,2135,42.374305454848312,-71.104792040113608,1746816.2814999996,117764.5785,2025-11-07T12:24:53.157036,patients.csv,432,false
13ea6913-fb21-6307-89dc-03ca3cc45300,1914-12-20,1981-09-25,999-41-5747,S99935517,X5013539X,Mr.,Son314,Donnelly343,None,None,M,black,nonhispanic,M,Natick  Massachusetts  US,280 Waters Park,Boston,Massachusetts,Suffolk County,2203,42.34445315110198,-71.128496214360368,1658290.9049999998,13104.375,2025-11-07T12:24:53.157036,patients.csv,444,false
7673112e-f252-3c46-a7e7-ac1e1fe3fa45,1994-08-29,None,999-79-6206,S99986638,X27992836X,Mr.,Roosevelt595,Turner526,None,None,M,asian,nonhispanic,M,Billerica  Massachusetts  US,775 Legros Way Unit 65,Boston,Massachusetts,Suffolk County,2467,42.316845141255982,-71.0932824663028,496445.75000000006,3171.9299999999994,2025-11-07T12:24:53.157036,patients.csv,453,false
c90a6e66-0199-98db-346c-c8efb2ba8ccf,1987-08-25,None,999-11-8154,S99971179,X39981981X,Mr.,Jerrell6,Fahey393,None,None,S,black,nonhispanic,M,Lowell  Massachusetts  US,797 Ernser Promenade,Boston,Massachusetts,Suffolk County,,42.373633750076287,-71.034275193158933,200283.88250000004,230.9174999999999,2025-11-07T12:24:53.157036,patients.csv,456,false
9719bcc0-984c-66b7-263c-c4621e9c2fd2,1914-12-20,1990-06-19,999-19-6891,S99916766,X42233445X,Mr.,Gene733,McKenzie376,None,None,M,black,nonhispanic,M,Williamstown  Massachusetts  US,802 Leffler Pathway Apt 75,Boston,Massachusetts,Suffolk County,2129,42.352032432687231,-71.036222675573612,1954627.0665000009,213676.5835,2025-11-07T12:24:53.157036,patients.csv,461,false
1e08cb3f-9e6a-b083-b6ee-0bb38f70ba50,1914-12-20,1998-07-13,999-16-6749,S99919103,X62010253X,Mr.,Jamison785,Denesik803,None,None,M,black,nonhispanic,M,New Bedford  Massachusetts  US,803 Wisozk Underpass,Boston,Massachusetts,Suffolk County,2124,42.264500278961187,-71.14937484126321,1973241.5655000005,119360.8245,2025-11-07T12:24:53.157036,patients.csv,475,false
dbf10a3b-473c-ab44-3882-8c7f48244567,1989-11-18,None,999-94-2941,S99932650,X46902731X,Mr.,Carlos172,Cruickshank494,None,None,M,asian,nonhispanic,M,Littleton Common  Massachusetts  US,457 Hauck Dam Apt 66,Boston,Massachusetts,Suffolk County,2115,42.343984681629621,-71.1260034992754,808182.39000000025,4106.46,2025-11-07T12:24:53.157036,patients.csv,481,false
a3752f35-b99c-5da7-a16a-f6e06adc97ac,1993-10-14,None,999-93-2619,S99986354,X57944943X,Mr.,Marty115,Wisozk929,None,None,M,black,nonhispanic,M,Weymouth  Massachusetts  US,1076 Von Boulevard,Boston,Massachusetts,Suffolk County,2134,42.289025483355978,-71.10354039874305,707144.91749999986,1472.4225,2025-11-07T12:24:53.157036,patients.csv,485,false
f992b5b4-16f1-1587-cca6-a15bda17a557,1983-04-01,None,999-77-1520,S99995821,X83373748X,Mr.,Porter490,Wehner319,None,None,S,white,nonhispanic,M,Lynn  Massachusetts  US,337 Schmeler Bay Apt 29,Boston,Massachusetts,Suffolk County,2116,42.36988930803458,-71.012160494909736,121466.14800000002,44576.812,2025-11-07T12:24:53.157036,patients.csv,492,false
b0a06ead-cc42-aa48-dad6-841d4aa679fa,1952-12-05,2002-02-01,999-34-7510,S99921175,X35022937X,Mr.,Abdul218,Harris789,None,None,M,black,nonhispanic,M,Boston  Massachusetts  US,572 Keebler Esplanade,Boston,Massachusetts,Suffolk County,2134,42.377993706156481,-71.075703893326192,1326943.1124999998,1845.5475,2025-11-07T12:24:53.157036,patients.csv,501,false
915aacda-a5d6-b157-5f8a-572c9ed4eb0f,1963-09-05,None,999-50-8286,S99978242,X26393218X,Mr.,Jonas187,Sporer811,None,None,S,white,nonhispanic,M,Springfield  Massachusetts  US,201 Kris Terrace,Boston,Massachusetts,Suffolk County,,42.339770005441132,-70.957881025282276,1787435.055,1349.745,2025-11-07T12:24:53.157036,patients.csv,505,false
443e574b-0480-6ad5-8add-e22f5e87a9bb,1952-12-05,None,999-54-9059,S99970313,X43968298X,Mr.,Dorian295,Will178,None,None,M,black,nonhispanic,M,Athol  Massachusetts  US,935 Koelpin Meadow Suite 22,Boston,Massachusetts,Suffolk County,2136,42.289287441048252,-71.0973652747884,1883684.4050000005,80358.335,2025-11-07T12:24:53.157036,patients.csv,512,false
e23c7a6e-6ef2-3932-1361-b73b4c8a3961,1914-12-20,None,999-88-5404,S99968751,X9722170X,Mr.,Sung603,Weber641,None,None,M,black,nonhispanic,M,New Bedford  Massachusetts  US,754 Effertz Gardens Suite 78,Boston,Massachusetts,Suffolk County,2116,42.325629870123556,-71.126851247655765,23116549.359000005,1897464.2010000004,2025-11-07T12:24:53.157036,patients.csv,514,false
cf79ac17-78d8-6fa4-1210-b3efdea80f7d,1974-06-27,None,999-66-7185,S99920293,X49144611X,Mr.,Francisco472,Mora209,None,None,S,white,hispanic,M,Buenos Aires  Ciudad de Buenos Aires  AR,478 Rosenbaum Common Apt 50,Boston,Massachusetts,Suffolk County,,42.334219156041108,-71.088409194146536,1186293.4025,11754.2175,2025-11-07T12:24:53.157036,patients.csv,535,false
58287c7e-a28d-2607-00a4-8baab8c7e3ad,1994-07-09,None,999-88-6441,S99921705,X65095303X,Mr.,Sheldon401,Becker968,None,None,M,white,nonhispanic,M,Boston  Massachusetts  US,613 Gutkowski Gate,Boston,Massachusetts,Suffolk County,2115,42.335459297997041,-71.107713161556731,660323.1950000003,1429.0649999999998,2025-11-07T12:24:53.157036,patients.csv,566,false
cb6e8532-cd9a-0e39-48cd-c97b37cad662,1994-12-07,None,999-34-9481,S99965130,X69058X,Mr.,Ronny764,Klein929,None,None,None,asian,nonhispanic,M,Hong Kong  Hong Kong Special Administrative Region  CN,966 Pacocha Harbor Apt 68,Boston,Massachusetts,Suffolk County,2113,42.40206940194544,-70.976790780188082,667274.5199999999,3649.32,2025-11-07T12:24:53.157036,patients.csv,570,false
20a75f26-b297-4120-72e6-602ee5e9f4e4,1991-12-13,None,999-29-4643,S99916522,X77819579X,Mr.,Leif534,Rath779,None,None,M,hawaiian,nonhispanic,M,Westfield  Massachusetts  US,526 Reinger Club Apt 95,Boston,Massachusetts,Suffolk County,2116,42.257983757359561,-71.051330924697822,716112.60300000024,664284.13699999976,2025-11-07T12:24:53.157036,patients.csv,588,false
ed45e2f4-8d33-22c1-9dcc-979f2c801297,2000-03-21,None,999-61-1839,S99982841,X71813348X,Mr.,Jorge203,Boyer713,None,None,None,white,nonhispanic,M,East Longmeadow  Massachusetts  US,130 Leffler Throughway Suite 13,Boston,Massachusetts,Suffolk County,2129,42.320072744011263,-71.082464456214836,1286579.07,17772.84,2025-11-07T12:24:53.157036,patients.csv,595,false
1f10b0a5-575f-fde2-c602-f65c014c6bf7,1971-11-13,None,999-30-5743,S99943469,X66216760X,Mr.,Monroe732,Streich926,None,None,M,white,hispanic,M,Belmont  Massachusetts  US,695 Breitenberg Orchard,Boston,Massachusetts,Suffolk County,2203,42.349949771059961,-71.035082045944534,1110326.7899999998,0,2025-11-07T12:24:53.157036,patients.csv,611,false
a38b1195-9818-4286-ab60-96234d78c2b9,1960-12-23,None,999-99-9159,S99970997,X87002556X,Mr.,Isaiah615,Christiansen251,None,None,M,white,nonhispanic,M,Raynham  Massachusetts  US,950 Quitzon Parade Suite 4,Boston,Massachusetts,Suffolk County,2114,42.335784577965292,-71.126243831325482,194124.2025,123579.84749999996,2025-11-07T12:24:53.157036,patients.csv,617,false
43a8f60a-2b8e-26b5-3736-e64df96bf796,1973-10-06,None,999-79-1965,S99978991,X38584736X,Mr.,Francisco472,Lynch190,None,None,S,white,nonhispanic,M,Holden  Massachusetts  US,957 Smith Branch,Boston,Massachusetts,Suffolk County,2125,42.331966175579367,-71.117736229876954,1199559.7724999995,4392.8475,2025-11-07T12:24:53.157036,patients.csv,686,false
827356e9-9e28-2005-8a0b-1eea3266f43e,1963-07-05,None,999-16-6283,S99998329,X8441949X,Mr.,Francisco472,Alcántar600,None,None,M,white,hispanic,M,Bayamon  Puerto Rico  PR,1057 Ernser Fort Apt 55,Boston,Massachusetts,Suffolk County,2120,42.271835475647023,-71.147128654890793,1054468.6124999996,18931.0875,2025-11-07T12:24:53.157036,patients.csv,724,false
5bf9e7f3-ca8b-16d9-6ad8-5e46c20e9f4e,1994-12-09,None,999-93-4920,S99994647,X78347275X,Mr.,Duane703,Gibson10,None,None,None,white,nonhispanic,M,Everett  Massachusetts  US,177 Haag Lodge Apt 69,Boston,Massachusetts,Suffolk County,2118,42.4211485036266,-71.09371329648863,722893.3745,88102.3255,2025-11-07T12:24:53.157036,patients.csv,756,false
16daa36d-5e40-19aa-d2f6-3958f83a2b38,1992-05-06,None,999-96-5100,S99918718,X50524041X,Mr.,Andreas188,Macejkovic424,None,None,S,white,hispanic,M,Brockton  Massachusetts  US,850 O'Conner Common Unit 94,Boston,Massachusetts,Suffolk County,,42.416042614002009,-71.111020745286453,735619.44499999983,18327.915,2025-11-07T12:24:53.157036,patients.csv,776,false
a3501530-1af1-4244-15cd-40070be6e4f4,1948-05-31,None,999-13-4276,S99940323,X12782530X,Mr.,Elliot577,Fritsch593,None,None,M,white,nonhispanic,M,Boston  Massachusetts  US,243 Collins Loaf,Boston,Massachusetts,Suffolk County,2163,42.347477812980607,-71.0524676865383,252411.57000000004,5806.1900000000005,2025-11-07T12:24:53.157036,patients.csv,822,false
23d4a494-443e-fe6b-d0ec-e21a762d2a90,1921-11-21,2010-01-04,999-96-3024,S99974580,X39847191X,Mr.,Lamont867,Hoeger474,None,None,M,black,nonhispanic,M,Somerville  Massachusetts  US,718 Miller Fork,Boston,Massachusetts,Suffolk County,2111,42.3529891510164,-71.05742811352394,1053608.7459999998,170881.74399999998,2025-11-07T12:24:53.157036,patients.csv,833,false
418ce939-0b2d-4081-9003-a162e6467c09,1921-11-21,1987-07-03,999-56-6311,S99995609,X45362654X,Mr.,Thaddeus38,Dicki44,None,None,M,black,nonhispanic,M,Revere  Massachusetts  US,997 Mueller Center Suite 98,Boston,Massachusetts,Suffolk County,2124,42.31931702204016,-71.0584445499285,363100.10249999992,194360.3575,2025-11-07T12:24:53.157036,patients.csv,845,false
